"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Enspelled Weapon (Level 4)","DMG'24","258","very rare","generic variant","requires attunement","","","","","","Bound into this weapon is a level 4 spell. The spell is determined when the weapon is created and must belong to the Conjuration, Divination, Evocation, Necromancy, or Transmutation school of magic. The weapon has 6 charges and regains 1d6 expended charges daily at dawn. While holding the weapon, you can expend 1 charge to cast its spell.The spell's saving throw DC is 15, and its attack bonus is +7. Base items. This item variant can be applied to the following base items:Antimatter Rifle (Enspelled (Level 4) Antimatter Rifle)Automatic Rifle (Enspelled (Level 4) Automatic Rifle)Axe (Enspelled (Level 4) Axe)Battle Axe (Enspelled (Level 4) Battle Axe)Battleaxe (Enspelled (Level 4) Battleaxe)Bellow Flute (Enspelled (Level 4) Bellow Flute)Blowgun (Enspelled (Level 4) Blowgun)Boat Oar (Enspelled (Level 4) Boat Oar)Boomerang (Enspelled (Level 4) Boomerang)Butterfly Staff (Enspelled (Level 4) Butterfly Staff)Candlemaker's Club (Enspelled (Level 4) Candlemaker's Club)Club (Enspelled (Level 4) Club)Dagger (Enspelled (Level 4) Dagger)Dandelion Spear (Enspelled (Level 4) Dandelion Spear)Dart (Enspelled (Level 4) Dart)Double-Bladed Scimitar (Enspelled (Level 4) Double-Bladed Scimitar)Drive Shaft (Enspelled (Level 4) Drive Shaft)Fan (Enspelled (Level 4) Fan)Field Spear (Enspelled (Level 4) Field Spear)Flail (Enspelled (Level 4) Flail)Frying Pan (Enspelled (Level 4) Frying Pan)Glaive (Enspelled (Level 4) Glaive)Greataxe (Enspelled (Level 4) Greataxe)Greatclub (Enspelled (Level 4) Greatclub)Greatsword (Enspelled (Level 4) Greatsword)Halberd (Enspelled (Level 4) Halberd)Hammer (Enspelled (Level 4) Hammer)Hand Crossbow (Enspelled (Level 4) Hand Crossbow)Handaxe (Enspelled (Level 4) Handaxe)Heavy Crossbow (Enspelled (Level 4) Heavy Crossbow)Heavy Hammer (Enspelled (Level 4) Heavy Hammer)Hooked Shortspear (Enspelled (Level 4) Hooked Shortspear)Hoopak (Enspelled (Level 4) Hoopak)Hunting Rifle (Enspelled (Level 4) Hunting Rifle)Iron Tea Kettle (Enspelled (Level 4) Iron Tea Kettle)Javelin (Enspelled (Level 4) Javelin)Lance (Enspelled (Level 4) Lance)Laser Pistol (Enspelled (Level 4) Laser Pistol)Laser Rifle (Enspelled (Level 4) Laser Rifle)Light Crossbow (Enspelled (Level 4) Light Crossbow)Light Hammer (Enspelled (Level 4) Light Hammer)Light Repeating Crossbow (Enspelled (Level 4) Light Repeating Crossbow)Lom Lom Dagger (Enspelled (Level 4) Lom Lom Dagger)Long Sword (Enspelled (Level 4) Long Sword)Longbow (Enspelled (Level 4) Longbow)Longsword (Enspelled (Level 4) Longsword)Mace (Enspelled (Level 4) Mace)Mattock (Enspelled (Level 4) Mattock)Maul (Enspelled (Level 4) Maul)Morningstar (Enspelled (Level 4) Morningstar)Musket (Enspelled (Level 4) Musket)Nakudama Bubble Rod (Enspelled (Level 4) Nakudama Bubble Rod)Pike (Enspelled (Level 4) Pike)Pistol (Enspelled (Level 4) Pistol)Quarterstaff (Enspelled (Level 4) Quarterstaff)Rapier (Enspelled (Level 4) Rapier)Revolver (Enspelled (Level 4) Revolver)Scimitar (Enspelled (Level 4) Scimitar)Secret Stone Sword (Enspelled (Level 4) Secret Stone Sword)Semiautomatic Pistol (Enspelled (Level 4) Semiautomatic Pistol)Shepherd Crook (Enspelled (Level 4) Shepherd Crook)Shortbow (Enspelled (Level 4) Shortbow)Shortsword (Enspelled (Level 4) Shortsword)Shotgun (Enspelled (Level 4) Shotgun)Shovel (Enspelled (Level 4) Shovel)Sickle (Enspelled (Level 4) Sickle)Sling (Enspelled (Level 4) Sling)Spear (Enspelled (Level 4) Spear)Staff (Enspelled (Level 4) Staff)Staff (Enspelled (Level 4) Staff)Sword (Enspelled (Level 4) Sword)Tapper Sack (Enspelled (Level 4) Tapper Sack)Trident (Enspelled (Level 4) Trident)Umbrella (Enspelled (Level 4) Umbrella)Vaulter's Axe (Enspelled (Level 4) Vaulter's Axe)Vertebrae Sword (Enspelled (Level 4) Vertebrae Sword)War Pick (Enspelled (Level 4) War Pick)Warhammer (Enspelled (Level 4) Warhammer)Whip (Enspelled (Level 4) Whip)Wooden Staff (Enspelled (Level 4) Wooden Staff)Yklwa (Enspelled (Level 4) Yklwa)"
"Enspelled Weapon (Level 5)","DMG'24","258","very rare","generic variant","requires attunement","","","","","","Bound into this weapon is a level 5 spell. The spell is determined when the weapon is created and must belong to the Conjuration, Divination, Evocation, Necromancy, or Transmutation school of magic. The weapon has 6 charges and regains 1d6 expended charges daily at dawn. While holding the weapon, you can expend 1 charge to cast its spell.The spell's saving throw DC is 17, and its attack bonus is +9. Base items. This item variant can be applied to the following base items:Antimatter Rifle (Enspelled (Level 5) Antimatter Rifle)Automatic Rifle (Enspelled (Level 5) Automatic Rifle)Axe (Enspelled (Level 5) Axe)Battle Axe (Enspelled (Level 5) Battle Axe)Battleaxe (Enspelled (Level 5) Battleaxe)Bellow Flute (Enspelled (Level 5) Bellow Flute)Blowgun (Enspelled (Level 5) Blowgun)Boat Oar (Enspelled (Level 5) Boat Oar)Boomerang (Enspelled (Level 5) Boomerang)Butterfly Staff (Enspelled (Level 5) Butterfly Staff)Candlemaker's Club (Enspelled (Level 5) Candlemaker's Club)Club (Enspelled (Level 5) Club)Dagger (Enspelled (Level 5) Dagger)Dandelion Spear (Enspelled (Level 5) Dandelion Spear)Dart (Enspelled (Level 5) Dart)Double-Bladed Scimitar (Enspelled (Level 5) Double-Bladed Scimitar)Drive Shaft (Enspelled (Level 5) Drive Shaft)Fan (Enspelled (Level 5) Fan)Field Spear (Enspelled (Level 5) Field Spear)Flail (Enspelled (Level 5) Flail)Frying Pan (Enspelled (Level 5) Frying Pan)Glaive (Enspelled (Level 5) Glaive)Greataxe (Enspelled (Level 5) Greataxe)Greatclub (Enspelled (Level 5) Greatclub)Greatsword (Enspelled (Level 5) Greatsword)Halberd (Enspelled (Level 5) Halberd)Hammer (Enspelled (Level 5) Hammer)Hand Crossbow (Enspelled (Level 5) Hand Crossbow)Handaxe (Enspelled (Level 5) Handaxe)Heavy Crossbow (Enspelled (Level 5) Heavy Crossbow)Heavy Hammer (Enspelled (Level 5) Heavy Hammer)Hooked Shortspear (Enspelled (Level 5) Hooked Shortspear)Hoopak (Enspelled (Level 5) Hoopak)Hunting Rifle (Enspelled (Level 5) Hunting Rifle)Iron Tea Kettle (Enspelled (Level 5) Iron Tea Kettle)Javelin (Enspelled (Level 5) Javelin)Lance (Enspelled (Level 5) Lance)Laser Pistol (Enspelled (Level 5) Laser Pistol)Laser Rifle (Enspelled (Level 5) Laser Rifle)Light Crossbow (Enspelled (Level 5) Light Crossbow)Light Hammer (Enspelled (Level 5) Light Hammer)Light Repeating Crossbow (Enspelled (Level 5) Light Repeating Crossbow)Lom Lom Dagger (Enspelled (Level 5) Lom Lom Dagger)Long Sword (Enspelled (Level 5) Long Sword)Longbow (Enspelled (Level 5) Longbow)Longsword (Enspelled (Level 5) Longsword)Mace (Enspelled (Level 5) Mace)Mattock (Enspelled (Level 5) Mattock)Maul (Enspelled (Level 5) Maul)Morningstar (Enspelled (Level 5) Morningstar)Musket (Enspelled (Level 5) Musket)Nakudama Bubble Rod (Enspelled (Level 5) Nakudama Bubble Rod)Pike (Enspelled (Level 5) Pike)Pistol (Enspelled (Level 5) Pistol)Quarterstaff (Enspelled (Level 5) Quarterstaff)Rapier (Enspelled (Level 5) Rapier)Revolver (Enspelled (Level 5) Revolver)Scimitar (Enspelled (Level 5) Scimitar)Secret Stone Sword (Enspelled (Level 5) Secret Stone Sword)Semiautomatic Pistol (Enspelled (Level 5) Semiautomatic Pistol)Shepherd Crook (Enspelled (Level 5) Shepherd Crook)Shortbow (Enspelled (Level 5) Shortbow)Shortsword (Enspelled (Level 5) Shortsword)Shotgun (Enspelled (Level 5) Shotgun)Shovel (Enspelled (Level 5) Shovel)Sickle (Enspelled (Level 5) Sickle)Sling (Enspelled (Level 5) Sling)Spear (Enspelled (Level 5) Spear)Staff (Enspelled (Level 5) Staff)Staff (Enspelled (Level 5) Staff)Sword (Enspelled (Level 5) Sword)Tapper Sack (Enspelled (Level 5) Tapper Sack)Trident (Enspelled (Level 5) Trident)Umbrella (Enspelled (Level 5) Umbrella)Vaulter's Axe (Enspelled (Level 5) Vaulter's Axe)Vertebrae Sword (Enspelled (Level 5) Vertebrae Sword)War Pick (Enspelled (Level 5) War Pick)Warhammer (Enspelled (Level 5) Warhammer)Whip (Enspelled (Level 5) Whip)Wooden Staff (Enspelled (Level 5) Wooden Staff)Yklwa (Enspelled (Level 5) Yklwa)"
"Enspelled Weapon (Level 6)","DMG'24","258","legendary","generic variant","requires attunement","","","","","","Bound into this weapon is a level 6 spell. The spell is determined when the weapon is created and must belong to the Conjuration, Divination, Evocation, Necromancy, or Transmutation school of magic. The weapon has 6 charges and regains 1d6 expended charges daily at dawn. While holding the weapon, you can expend 1 charge to cast its spell.The spell's saving throw DC is 17, and its attack bonus is +9. Base items. This item variant can be applied to the following base items:Antimatter Rifle (Enspelled (Level 6) Antimatter Rifle)Automatic Rifle (Enspelled (Level 6) Automatic Rifle)Axe (Enspelled (Level 6) Axe)Battle Axe (Enspelled (Level 6) Battle Axe)Battleaxe (Enspelled (Level 6) Battleaxe)Bellow Flute (Enspelled (Level 6) Bellow Flute)Blowgun (Enspelled (Level 6) Blowgun)Boat Oar (Enspelled (Level 6) Boat Oar)Boomerang (Enspelled (Level 6) Boomerang)Butterfly Staff (Enspelled (Level 6) Butterfly Staff)Candlemaker's Club (Enspelled (Level 6) Candlemaker's Club)Club (Enspelled (Level 6) Club)Dagger (Enspelled (Level 6) Dagger)Dandelion Spear (Enspelled (Level 6) Dandelion Spear)Dart (Enspelled (Level 6) Dart)Double-Bladed Scimitar (Enspelled (Level 6) Double-Bladed Scimitar)Drive Shaft (Enspelled (Level 6) Drive Shaft)Fan (Enspelled (Level 6) Fan)Field Spear (Enspelled (Level 6) Field Spear)Flail (Enspelled (Level 6) Flail)Frying Pan (Enspelled (Level 6) Frying Pan)Glaive (Enspelled (Level 6) Glaive)Greataxe (Enspelled (Level 6) Greataxe)Greatclub (Enspelled (Level 6) Greatclub)Greatsword (Enspelled (Level 6) Greatsword)Halberd (Enspelled (Level 6) Halberd)Hammer (Enspelled (Level 6) Hammer)Hand Crossbow (Enspelled (Level 6) Hand Crossbow)Handaxe (Enspelled (Level 6) Handaxe)Heavy Crossbow (Enspelled (Level 6) Heavy Crossbow)Heavy Hammer (Enspelled (Level 6) Heavy Hammer)Hooked Shortspear (Enspelled (Level 6) Hooked Shortspear)Hoopak (Enspelled (Level 6) Hoopak)Hunting Rifle (Enspelled (Level 6) Hunting Rifle)Iron Tea Kettle (Enspelled (Level 6) Iron Tea Kettle)Javelin (Enspelled (Level 6) Javelin)Lance (Enspelled (Level 6) Lance)Laser Pistol (Enspelled (Level 6) Laser Pistol)Laser Rifle (Enspelled (Level 6) Laser Rifle)Light Crossbow (Enspelled (Level 6) Light Crossbow)Light Hammer (Enspelled (Level 6) Light Hammer)Light Repeating Crossbow (Enspelled (Level 6) Light Repeating Crossbow)Lom Lom Dagger (Enspelled (Level 6) Lom Lom Dagger)Long Sword (Enspelled (Level 6) Long Sword)Longbow (Enspelled (Level 6) Longbow)Longsword (Enspelled (Level 6) Longsword)Mace (Enspelled (Level 6) Mace)Mattock (Enspelled (Level 6) Mattock)Maul (Enspelled (Level 6) Maul)Morningstar (Enspelled (Level 6) Morningstar)Musket (Enspelled (Level 6) Musket)Nakudama Bubble Rod (Enspelled (Level 6) Nakudama Bubble Rod)Pike (Enspelled (Level 6) Pike)Pistol (Enspelled (Level 6) Pistol)Quarterstaff (Enspelled (Level 6) Quarterstaff)Rapier (Enspelled (Level 6) Rapier)Revolver (Enspelled (Level 6) Revolver)Scimitar (Enspelled (Level 6) Scimitar)Secret Stone Sword (Enspelled (Level 6) Secret Stone Sword)Semiautomatic Pistol (Enspelled (Level 6) Semiautomatic Pistol)Shepherd Crook (Enspelled (Level 6) Shepherd Crook)Shortbow (Enspelled (Level 6) Shortbow)Shortsword (Enspelled (Level 6) Shortsword)Shotgun (Enspelled (Level 6) Shotgun)Shovel (Enspelled (Level 6) Shovel)Sickle (Enspelled (Level 6) Sickle)Sling (Enspelled (Level 6) Sling)Spear (Enspelled (Level 6) Spear)Staff (Enspelled (Level 6) Staff)Staff (Enspelled (Level 6) Staff)Sword (Enspelled (Level 6) Sword)Tapper Sack (Enspelled (Level 6) Tapper Sack)Trident (Enspelled (Level 6) Trident)Umbrella (Enspelled (Level 6) Umbrella)Vaulter's Axe (Enspelled (Level 6) Vaulter's Axe)Vertebrae Sword (Enspelled (Level 6) Vertebrae Sword)War Pick (Enspelled (Level 6) War Pick)Warhammer (Enspelled (Level 6) Warhammer)Whip (Enspelled (Level 6) Whip)Wooden Staff (Enspelled (Level 6) Wooden Staff)Yklwa (Enspelled (Level 6) Yklwa)"
"Enspelled Weapon (Level 7)","DMG'24","258","legendary","generic variant","requires attunement","","","","","","Bound into this weapon is a level 7 spell. The spell is determined when the weapon is created and must belong to the Conjuration, Divination, Evocation, Necromancy, or Transmutation school of magic. The weapon has 6 charges and regains 1d6 expended charges daily at dawn. While holding the weapon, you can expend 1 charge to cast its spell.The spell's saving throw DC is 18, and its attack bonus is +10. Base items. This item variant can be applied to the following base items:Antimatter Rifle (Enspelled (Level 7) Antimatter Rifle)Automatic Rifle (Enspelled (Level 7) Automatic Rifle)Axe (Enspelled (Level 7) Axe)Battle Axe (Enspelled (Level 7) Battle Axe)Battleaxe (Enspelled (Level 7) Battleaxe)Bellow Flute (Enspelled (Level 7) Bellow Flute)Blowgun (Enspelled (Level 7) Blowgun)Boat Oar (Enspelled (Level 7) Boat Oar)Boomerang (Enspelled (Level 7) Boomerang)Butterfly Staff (Enspelled (Level 7) Butterfly Staff)Candlemaker's Club (Enspelled (Level 7) Candlemaker's Club)Club (Enspelled (Level 7) Club)Dagger (Enspelled (Level 7) Dagger)Dandelion Spear (Enspelled (Level 7) Dandelion Spear)Dart (Enspelled (Level 7) Dart)Double-Bladed Scimitar (Enspelled (Level 7) Double-Bladed Scimitar)Drive Shaft (Enspelled (Level 7) Drive Shaft)Fan (Enspelled (Level 7) Fan)Field Spear (Enspelled (Level 7) Field Spear)Flail (Enspelled (Level 7) Flail)Frying Pan (Enspelled (Level 7) Frying Pan)Glaive (Enspelled (Level 7) Glaive)Greataxe (Enspelled (Level 7) Greataxe)Greatclub (Enspelled (Level 7) Greatclub)Greatsword (Enspelled (Level 7) Greatsword)Halberd (Enspelled (Level 7) Halberd)Hammer (Enspelled (Level 7) Hammer)Hand Crossbow (Enspelled (Level 7) Hand Crossbow)Handaxe (Enspelled (Level 7) Handaxe)Heavy Crossbow (Enspelled (Level 7) Heavy Crossbow)Heavy Hammer (Enspelled (Level 7) Heavy Hammer)Hooked Shortspear (Enspelled (Level 7) Hooked Shortspear)Hoopak (Enspelled (Level 7) Hoopak)Hunting Rifle (Enspelled (Level 7) Hunting Rifle)Iron Tea Kettle (Enspelled (Level 7) Iron Tea Kettle)Javelin (Enspelled (Level 7) Javelin)Lance (Enspelled (Level 7) Lance)Laser Pistol (Enspelled (Level 7) Laser Pistol)Laser Rifle (Enspelled (Level 7) Laser Rifle)Light Crossbow (Enspelled (Level 7) Light Crossbow)Light Hammer (Enspelled (Level 7) Light Hammer)Light Repeating Crossbow (Enspelled (Level 7) Light Repeating Crossbow)Lom Lom Dagger (Enspelled (Level 7) Lom Lom Dagger)Long Sword (Enspelled (Level 7) Long Sword)Longbow (Enspelled (Level 7) Longbow)Longsword (Enspelled (Level 7) Longsword)Mace (Enspelled (Level 7) Mace)Mattock (Enspelled (Level 7) Mattock)Maul (Enspelled (Level 7) Maul)Morningstar (Enspelled (Level 7) Morningstar)Musket (Enspelled (Level 7) Musket)Nakudama Bubble Rod (Enspelled (Level 7) Nakudama Bubble Rod)Pike (Enspelled (Level 7) Pike)Pistol (Enspelled (Level 7) Pistol)Quarterstaff (Enspelled (Level 7) Quarterstaff)Rapier (Enspelled (Level 7) Rapier)Revolver (Enspelled (Level 7) Revolver)Scimitar (Enspelled (Level 7) Scimitar)Secret Stone Sword (Enspelled (Level 7) Secret Stone Sword)Semiautomatic Pistol (Enspelled (Level 7) Semiautomatic Pistol)Shepherd Crook (Enspelled (Level 7) Shepherd Crook)Shortbow (Enspelled (Level 7) Shortbow)Shortsword (Enspelled (Level 7) Shortsword)Shotgun (Enspelled (Level 7) Shotgun)Shovel (Enspelled (Level 7) Shovel)Sickle (Enspelled (Level 7) Sickle)Sling (Enspelled (Level 7) Sling)Spear (Enspelled (Level 7) Spear)Staff (Enspelled (Level 7) Staff)Staff (Enspelled (Level 7) Staff)Sword (Enspelled (Level 7) Sword)Tapper Sack (Enspelled (Level 7) Tapper Sack)Trident (Enspelled (Level 7) Trident)Umbrella (Enspelled (Level 7) Umbrella)Vaulter's Axe (Enspelled (Level 7) Vaulter's Axe)Vertebrae Sword (Enspelled (Level 7) Vertebrae Sword)War Pick (Enspelled (Level 7) War Pick)Warhammer (Enspelled (Level 7) Warhammer)Whip (Enspelled (Level 7) Whip)Wooden Staff (Enspelled (Level 7) Wooden Staff)Yklwa (Enspelled (Level 7) Yklwa)"
"Enspelled Weapon (Level 8)","DMG'24","258","legendary","generic variant","requires attunement","","","","","","Bound into this weapon is a level 8 spell. The spell is determined when the weapon is created and must belong to the Conjuration, Divination, Evocation, Necromancy, or Transmutation school of magic. The weapon has 6 charges and regains 1d6 expended charges daily at dawn. While holding the weapon, you can expend 1 charge to cast its spell.The spell's saving throw DC is 18, and its attack bonus is +10. Base items. This item variant can be applied to the following base items:Antimatter Rifle (Enspelled (Level 8) Antimatter Rifle)Automatic Rifle (Enspelled (Level 8) Automatic Rifle)Axe (Enspelled (Level 8) Axe)Battle Axe (Enspelled (Level 8) Battle Axe)Battleaxe (Enspelled (Level 8) Battleaxe)Bellow Flute (Enspelled (Level 8) Bellow Flute)Blowgun (Enspelled (Level 8) Blowgun)Boat Oar (Enspelled (Level 8) Boat Oar)Boomerang (Enspelled (Level 8) Boomerang)Butterfly Staff (Enspelled (Level 8) Butterfly Staff)Candlemaker's Club (Enspelled (Level 8) Candlemaker's Club)Club (Enspelled (Level 8) Club)Dagger (Enspelled (Level 8) Dagger)Dandelion Spear (Enspelled (Level 8) Dandelion Spear)Dart (Enspelled (Level 8) Dart)Double-Bladed Scimitar (Enspelled (Level 8) Double-Bladed Scimitar)Drive Shaft (Enspelled (Level 8) Drive Shaft)Fan (Enspelled (Level 8) Fan)Field Spear (Enspelled (Level 8) Field Spear)Flail (Enspelled (Level 8) Flail)Frying Pan (Enspelled (Level 8) Frying Pan)Glaive (Enspelled (Level 8) Glaive)Greataxe (Enspelled (Level 8) Greataxe)Greatclub (Enspelled (Level 8) Greatclub)Greatsword (Enspelled (Level 8) Greatsword)Halberd (Enspelled (Level 8) Halberd)Hammer (Enspelled (Level 8) Hammer)Hand Crossbow (Enspelled (Level 8) Hand Crossbow)Handaxe (Enspelled (Level 8) Handaxe)Heavy Crossbow (Enspelled (Level 8) Heavy Crossbow)Heavy Hammer (Enspelled (Level 8) Heavy Hammer)Hooked Shortspear (Enspelled (Level 8) Hooked Shortspear)Hoopak (Enspelled (Level 8) Hoopak)Hunting Rifle (Enspelled (Level 8) Hunting Rifle)Iron Tea Kettle (Enspelled (Level 8) Iron Tea Kettle)Javelin (Enspelled (Level 8) Javelin)Lance (Enspelled (Level 8) Lance)Laser Pistol (Enspelled (Level 8) Laser Pistol)Laser Rifle (Enspelled (Level 8) Laser Rifle)Light Crossbow (Enspelled (Level 8) Light Crossbow)Light Hammer (Enspelled (Level 8) Light Hammer)Light Repeating Crossbow (Enspelled (Level 8) Light Repeating Crossbow)Lom Lom Dagger (Enspelled (Level 8) Lom Lom Dagger)Long Sword (Enspelled (Level 8) Long Sword)Longbow (Enspelled (Level 8) Longbow)Longsword (Enspelled (Level 8) Longsword)Mace (Enspelled (Level 8) Mace)Mattock (Enspelled (Level 8) Mattock)Maul (Enspelled (Level 8) Maul)Morningstar (Enspelled (Level 8) Morningstar)Musket (Enspelled (Level 8) Musket)Nakudama Bubble Rod (Enspelled (Level 8) Nakudama Bubble Rod)Pike (Enspelled (Level 8) Pike)Pistol (Enspelled (Level 8) Pistol)Quarterstaff (Enspelled (Level 8) Quarterstaff)Rapier (Enspelled (Level 8) Rapier)Revolver (Enspelled (Level 8) Revolver)Scimitar (Enspelled (Level 8) Scimitar)Secret Stone Sword (Enspelled (Level 8) Secret Stone Sword)Semiautomatic Pistol (Enspelled (Level 8) Semiautomatic Pistol)Shepherd Crook (Enspelled (Level 8) Shepherd Crook)Shortbow (Enspelled (Level 8) Shortbow)Shortsword (Enspelled (Level 8) Shortsword)Shotgun (Enspelled (Level 8) Shotgun)Shovel (Enspelled (Level 8) Shovel)Sickle (Enspelled (Level 8) Sickle)Sling (Enspelled (Level 8) Sling)Spear (Enspelled (Level 8) Spear)Staff (Enspelled (Level 8) Staff)Staff (Enspelled (Level 8) Staff)Sword (Enspelled (Level 8) Sword)Tapper Sack (Enspelled (Level 8) Tapper Sack)Trident (Enspelled (Level 8) Trident)Umbrella (Enspelled (Level 8) Umbrella)Vaulter's Axe (Enspelled (Level 8) Vaulter's Axe)Vertebrae Sword (Enspelled (Level 8) Vertebrae Sword)War Pick (Enspelled (Level 8) War Pick)Warhammer (Enspelled (Level 8) Warhammer)Whip (Enspelled (Level 8) Whip)Wooden Staff (Enspelled (Level 8) Wooden Staff)Yklwa (Enspelled (Level 8) Yklwa)"
"Enzymatic Gastrostaff","TGS2","78","very rare","staff, weapon (Quarterstaff), spellcasting focus, simple weapon, melee weapon","requires attunement","1d6 Bludgeoning","versatile (1d8)","","4 lb.","","This staff was found in the regurgitated remains of a mighty tarrasque's meal and is covered in a strange, magical mucus. You have resistance to acid damage while you hold this staff. The staff can be used as a magic quarterstaff and deals an extra 1d4 acid damage to any target it hits.In addition, you can use an action to touch a Medium or smaller willing creature with the staff to cast the enlarge/reduce spell from it without requiring concentration, targeting the creature with the spell's Enlarge option. While a creature is enlarged in this way, it deals double damage to objects and structures and gains 1d6 + 4 temporary hit points at the start of each of its turns, in addition to the spell's normal effects. The effect ends early if the enlarged creature falls to 0 hit points. When the effect ends, the creature gains 1 level of exhaustion. Once this property of the staff has been used, it can't be used again until the next dawn. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack.An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus."
"Ephixis, Bow of Nylea","MOT","200","artifact","weapon (Shortbow), simple weapon, ranged weapon","requires attunement","1d6 Piercing","ammunition (80/320 ft.), two‑handed","","2 lb.","","Nylea wields the shortbow Ephixis, the bow whose arrows herald the turning of the seasons. Nylea is quick to let her favored followers borrow her bow, particularly when they intend to use it to perform great deeds, put an end to foul creatures, or cast down the arrogant. Bow of the Wild. This divine weapon includes a shortbow and a quiver with four arrows, each tied to one of the four seasons. You gain a +3 bonus to attack and damage rolls made with this bow, and you suffer no disadvantage when attacking at the weapon's long range. Additionally, Ephixis scores a critical hit on a d20 roll of 19 or 20. Blessing of the Wild. If you are a worshiper of Nylea, you gain all the following benefits for which you have the required piety:Piety 10+. The bow has 1 randomly determined minor beneficial property.Piety 25+. The bow has 1 randomly determined major beneficial property.If you aren't a worshiper of Nylea, the bow has 1 randomly determined major detrimental property.See ""Artifacts"" in chapter 7 of the Dungeon Master's Guide for details on randomly determined properties. Arrows of the Seasons. The four arrows—each associated with a season—that accompany this bow can be fired only from it. Each arrow disappears immediately after it's used, and it reappears in the quiver at the next dusk. The save DC against spells cast with the arrows is 18. Each arrow has a unique property:Spring. As an action, you can fire this arrow, targeting a beast or a plant creature you can see within 320 feet of you. On a hit, the arrow deals no damage, and the target gains the benefits of the awaken spell for 8 hours.Summer. As an action, you can fire this arrow at an unoccupied space on the ground that you can see within 320 feet of you, no attack roll required. A Nyxborn lynx is summoned in that space (use the stat block for a tiger with the Nyxborn traits from chapter 6). The lynx understands your verbal commands and obeys them as best it can, and it takes its turns immediately after yours. The emissary remains for 1 hour before fading away.Autumn. As an action, you can fire this arrow at a space on the ground that you can see within 320 feet of you, no attack roll required, casting the wall of thorns spell there.Winter. As an action, you can fire this arrow at a space that you can see within 320 feet of you, no attack roll required, casting the ice storm spell there. Destroying the Bow. The bow can't be destroyed without first destroying all its arrows. The winter arrow must be fed to a cerberus on the winter solstice. The spring arrow must be planted at the base of a Black Oak of Asphodel on the spring equinox. The summer arrow must be broken by a sea giant on the summer solstice. Then the autumn arrow must be shot into the carcass of a hydra on the autumnal equinox. When all four arrows are destroyed, the bow and quiver dissolve into dust. Range. A weapon that can be used to make a ranged attack has a range shown in parentheses after the ammunition or thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second indicates the weapon's maximum range. When attacking a target beyond normal range, you have disadvantage on the attack roll. You can't attack a target beyond the weapon's long range. Ammunition. You can use a weapon that has the ammunition property to make a ranged attack only if you have ammunition to fire from the weapon. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack. Loading a one-handed weapon requires a free hand. At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.If you use a weapon that has the ammunition property to make a melee attack, you treat the weapon as an improvised weapon. A sling must be loaded to deal any damage when used in this way. Two-Handed. This weapon requires two hands to use. This property is relevant only when you attack with the weapon, not when you simply hold it."
"Epic Bottled Bomb","O:TTG","228","rare","potion","","","Combat","","","","When thrown at a point that you can see within 60 feet of you, this volatile liquid explodes. Each creature within 30 feet of the explosion must make a DC 19 Dexterity saving throw, taking 20d6 force damage on a failed save, or half as much damage on a successful one.54"
"Ersatz Eye","DMG'24","259","common","wondrous item","","","","","","","This magical eye replaces a real one that was lost or removed. While the Ersatz Eye is embedded in your eye socket, you can see through the tiny orb as though it were your natural eye. You can insert or remove the Ersatz Eye as a Magic action, and it can't be removed against your will while you are alive."
"Ersatz Eye","XGE","137","common","wondrous item","","","","","","","This artificial eye replaces a real one that was lost or removed. While the ersatz eye is embedded in your eye socket, it can't be removed by anyone other than you, and you can see through the tiny orb as though it were a normal eye."
"Essence of Great Rivers","O:TTG","229","rare","potion","","","Combat","","","","This crystal-clear potion captures the essence of the four great river spirits Mu, Go, Yon, and Din. For the next 24 hours, you can call on their strength to aid you. If you fail a saving throw, you can choose to succeed instead. You can do so three times before the magic of the potion fades.55"
